record_id,buoy_id,Name,Country,Site Type,latitude,longitude,Date,Tz,Peak Direction,Tpeak,Wave Height,Temperature,Spread
668,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,25/07/2016,1.41,NaN,4.1,NaN,NaN,
669,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,26/07/2016,3.36,NaN,6,NaN,NaN,
670,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,27/07/2016,4.06,NaN,7.3,NaN,NaN,
671,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,28/07/2016,2.27,NaN,5.5,NaN,NaN,
672,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,29/07/2016,1.44,NaN,5.1,NaN,NaN,
673,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,30/07/2016,0.75,NaN,5,NaN,NaN,
674,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,31/07/2016,1.49,NaN,6.5,NaN,NaN,
675,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,01/08/2016,1.28,NaN,5.3,NaN,NaN,
676,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,02/08/2016,3.1,NaN,6.8,NaN,NaN,
677,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,03/08/2016,4.45,NaN,8.2,NaN,NaN,
678,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,04/08/2016,3.07,NaN,7.5,NaN,NaN,
679,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,05/08/2016,2.64,NaN,5.7,NaN,NaN,
680,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,06/08/2016,1.35,NaN,6.3,NaN,NaN,
681,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,07/08/2016,1.1,NaN,4.4,NaN,NaN,
682,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,08/08/2016,1.33,NaN,4.1,NaN,NaN,
683,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,09/08/2016,2.27,NaN,6.1,NaN,NaN,
684,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,10/08/2016,1.71,NaN,6.3,NaN,NaN,
685,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,11/08/2016,1.29,NaN,5.5,NaN,NaN,
686,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,12/08/2016,1.34,NaN,4.8,NaN,NaN,
687,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,13/08/2016,1.58,NaN,5.1,NaN,NaN,
688,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,14/08/2016,2.74,NaN,6.9,NaN,NaN,
689,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,15/08/2016,1.66,NaN,7.5,NaN,NaN,
690,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,16/08/2016,1.03,NaN,5.9,NaN,NaN,
691,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,17/08/2016,0.81,NaN,6.3,NaN,NaN,
692,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,18/08/2016,0.83,NaN,4.4,NaN,NaN,
693,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,19/08/2016,1.56,NaN,5.7,NaN,NaN,
694,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,20/08/2016,2.05,NaN,5.4,NaN,NaN,
695,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,21/08/2016,2.27,NaN,6.9,NaN,NaN,
696,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,22/08/2016,2.51,NaN,8.7,NaN,NaN,
697,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,23/08/2016,1.67,NaN,6.8,NaN,NaN,
698,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,24/08/2016,1.61,NaN,5,NaN,NaN,
699,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,25/08/2016,2.77,NaN,5.6,NaN,NaN,
700,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,26/08/2016,2.69,NaN,6.1,NaN,NaN,
701,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,27/08/2016,1.82,NaN,5.6,NaN,NaN,
702,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,28/08/2016,1.97,NaN,6,NaN,NaN,
703,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,29/08/2016,1.42,NaN,7.4,NaN,NaN,
704,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,30/08/2016,0.76,NaN,4.8,NaN,NaN,
705,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,31/08/2016,0.8,NaN,4.3,NaN,NaN,
706,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,01/09/2016,0.83,NaN,3.8,NaN,NaN,
707,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,02/09/2016,0.96,NaN,3.8,NaN,NaN,
708,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,03/09/2016,1.16,NaN,4,NaN,NaN,
709,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,04/09/2016,1.15,NaN,4,NaN,NaN,
710,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,05/09/2016,1.37,NaN,4.3,NaN,NaN,
711,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,06/09/2016,0.7,NaN,3.5,NaN,NaN,
712,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,07/09/2016,0.48,NaN,3,NaN,NaN,
713,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,08/09/2016,1.83,NaN,4.6,NaN,NaN,
714,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,09/09/2016,2.83,NaN,7.3,NaN,NaN,
715,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,10/09/2016,1.64,NaN,5.7,NaN,NaN,
716,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,11/09/2016,2.81,NaN,6,NaN,NaN,
717,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,12/09/2016,1.78,NaN,4.9,NaN,NaN,
718,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,13/09/2016,1.95,NaN,6.2,NaN,NaN,
719,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,14/09/2016,3.1,NaN,6.5,NaN,NaN,
720,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,15/09/2016,1.51,NaN,5.5,NaN,NaN,
721,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,16/09/2016,1.64,NaN,5.3,NaN,NaN,
722,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,17/09/2016,2.51,NaN,6.9,NaN,NaN,
723,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,18/09/2016,1.34,NaN,5.4,NaN,NaN,
724,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,19/09/2016,0.67,NaN,5,NaN,NaN,
725,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,20/09/2016,1.94,NaN,5.8,NaN,NaN,
726,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,21/09/2016,2.83,NaN,6,NaN,NaN,
727,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,22/09/2016,2.43,NaN,6.5,NaN,NaN,
728,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,23/09/2016,1.99,NaN,5.1,NaN,NaN,
729,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,24/09/2016,3.07,NaN,8.2,NaN,NaN,
730,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,25/09/2016,1.99,NaN,8.3,NaN,NaN,
731,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,26/09/2016,0.9,NaN,3.9,NaN,NaN,
732,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,27/09/2016,1.42,NaN,4.5,NaN,NaN,
733,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,28/09/2016,1.87,NaN,4.5,NaN,NaN,
734,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,29/09/2016,1.69,NaN,4.8,NaN,NaN,
